Variable,3.000000 km,total,Beyond
B15002_023E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!7th and 8th grade,1211,2501796,2500585
B15002_020E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!No schooling completed,1368,1208703,1207335
B15002_018E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Doctorate degree,701,1491134,1490433
B15002_004E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Nursery to 4th grade,670,957513,956843
B15002_016E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Master's degree,2544,6622227,6619683
B15002_026E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!11th grade,1224,2580828,2579604
B15002_024E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!9th grade,634,1950147,1949513
B15002_022E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!5th and 6th grade,1252,1880572,1879320
B15002_033E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Master's degree,3090,7830977,7827887
B15002_032E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Bachelor's degree,8571,18399446,18390875
B15002_015E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Bachelor's degree,9344,17132648,17123304
B15002_007E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!9th grade,973,2027292,2026319
"B15002_013E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Some college, 1 or more years, no degree",8664,13745915,13737251
B15002_001E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Total:,111211,202156388,202045177
B15002_008E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!10th grade,857,2399502,2398645
"B15002_011E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!High school graduate, GED, or alternative",14598,28169832,28155234
B15002_003E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!No schooling completed,811,1126232,1125421
B15002_009E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!11th grade,1143,2560015,2558872
B15002_031E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Associate's degree,5213,8660007,8654794
B15002_019E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:,57465,104992831,104935366
B15002_021E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Nursery to 4th grade,374,953871,953497
"B15002_030E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Some college, 1 or more years, no degree",10151,15111065,15100914
B15002_017E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Professional school degree,791,2374981,2374190
B15002_005E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!5th and 6th grade,922,1932012,1931090
B15002_034E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Professional school degree,624,1552144,1551520
"B15002_027E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!12th grade, no diploma",1287,1825532,1824245
B15002_025E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!10th grade,959,2415866,2414907
"B15002_028E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!High school graduate, GED, or alternative",15504,30346682,30331178
B15002_006E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!7th and 8th grade,755,2401045,2400290
B15002_014E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Associate's degree,4920,6568897,6563977
"B15002_029E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Some college, less than 1 year",5728,6930784,6925056
"B15002_012E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!Some college, less than 1 year",4607,5688555,5683948
B15002_035E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Female:!!Doctorate degree,275,844411,844136
B15002_002E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:,53746,97163557,97109811
"B15002_010E : B15002.  Sex by Educational Attainment for the Population 25 Years and over : Male:!!12th grade, no diploma",1446,1965757,1964311
