Variable,3.000000 km,total,Beyond
"B15001_079E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!High school graduate, GED, or alternative",27363,8502025,8474662
B15001_042E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Graduate or professional degree,5484,2059049,2053565
B15001_001E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Total:,1598598,232747223,231148625
"B15001_013E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!9th to 12th grade, no diploma",30092,2050198,2020106
B15001_083E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Graduate or professional degree,3604,1358853,1355249
B15001_052E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:,172528,20281766,20109238
B15001_040E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Associate's degree,4058,642701,638643
"B15001_007E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!Some college, no degree",39155,5520646,5481491
"B15001_015E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Some college, no degree",33696,4430570,4396874
B15001_068E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:,232536,40767466,40534930
B15001_061E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!Less than 9th grade,32748,926548,893800
"B15001_005E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!9th to 12th grade, no diploma",29741,2613011,2583270
B15001_017E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Bachelor's degree,24631,4071945,4047314
"B15001_070E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!9th to 12th grade, no diploma",27731,2848385,2820654
"B15001_037E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!9th to 12th grade, no diploma",9812,1922336,1912524
B15001_059E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!Graduate or professional degree,11023,2113305,2102282
B15001_032E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!Associate's degree,13857,2843986,2830129
"B15001_046E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!9th to 12th grade, no diploma",21944,1834225,1812281
"B15001_023E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!Some college, no degree",26687,4208840,4182153
B15001_035E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:,81799,16789032,16707233
B15001_033E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!Bachelor's degree,27551,6798090,6770539
B15001_044E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:,124071,14926981,14802910
B15001_003E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:,136498,15663854,15527356
B15001_011E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:,185000,20412315,20227315
B15001_075E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!Graduate or professional degree,11700,4361033,4349333
B15001_081E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Associate's degree,4576,906018,901442
B15001_050E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!Bachelor's degree,7880,1529584,1521704
B15001_025E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!Bachelor's degree,18815,3977253,3958438
B15001_019E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:,168886,21235461,21066575
"B15001_038E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!High school graduate, GED, or alternative",18186,4933613,4915427
B15001_009E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!Bachelor's degree,6452,1070663,1064211
"B15001_031E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:!!Some college, no degree",39576,7917481,7877905
B15001_074E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!Bachelor's degree,27360,6853747,6826387
"B15001_021E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!9th to 12th grade, no diploma",29029,1885925,1856896
"B15001_054E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!9th to 12th grade, no diploma",25186,1531247,1506061
B15001_077E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Less than 9th grade,36317,2826437,2790120
B15001_027E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!45 to 64 years:,227648,38726749,38499101
"B15001_039E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Some college, no degree",12135,2877579,2865444
B15001_060E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:,161585,21465261,21303676
B15001_026E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!Graduate or professional degree,9745,2213819,2204074
"B15001_078E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!9th to 12th grade, no diploma",14120,2932074,2917954
