Variable,3.000000 km,total,Beyond
B15001_051E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!Graduate or professional degree,788,120202,119414
B15001_012E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Less than 9th grade,4595,1054311,1049716
B15001_082E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Bachelor's degree,4439,2124310,2119871
B15001_041E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!65 years and over:!!Bachelor's degree,4972,2285360,2280388
B15001_053E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!Less than 9th grade,2525,758465,755940
"B15001_014E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!High school graduate, GED, or alternative",20629,5817994,5797365
"B15001_006E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!High school graduate, GED, or alternative",15287,5256962,5241675
"B15001_063E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!35 to 44 years:!!High school graduate, GED, or alternative",18732,5330954,5312222
"B15001_080E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:!!Some college, no degree",6946,3828621,3821675
B15001_069E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!45 to 64 years:!!Less than 9th grade,9510,2033492,2023982
B15001_016E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!25 to 34 years:!!Associate's degree,5729,1482143,1476414
B15001_004E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!18 to 24 years:!!Less than 9th grade,2222,494636,492414
B15001_020E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Male:!!35 to 44 years:!!Less than 9th grade,5195,1144184,1138989
B15001_076E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!65 years and over:,65499,22478338,22412839
"B15001_047E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!18 to 24 years:!!High school graduate, GED, or alternative",12016,4277476,4265460
"B15001_055E : B15001.  SEX BY AGE BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 18 YEARS AND OVER : Female:!!25 to 34 years:!!High school graduate, GED, or alternative",14688,4493277,4478589
