tract ID,within 3km,land area,population,population density,percent people of color,mean household income,percent below poverty,mean owner-occupied housing value,percent with a degree
56001962700,0,635524992.0,3447,5.423862229480977e-06,0.12938787351319989,69853.13626532083,0.06875543951261967,0.0,0.4937354988399072
56001962800,0,7077444.0,3183,0.0004497386344561681,0.21457744266415332,66069.62025316455,0.16139240506329114,0.0,0.3369239976062238
56001962900,0,7115636.0,1578,0.00022176513807058146,0.2864385297845374,38591.88275084554,0.16539923954372623,123530.62913907284,0.3945945945945946
56001963000,0,3602950.0,2273,0.0006308719243952872,0.24813022437307522,35993.76669634906,0.3456405693950178,114225.85227272728,0.37095363079615046
56001963100,0,6954735.0,6642,0.0009550327942042364,0.14242697982535382,72597.56275009095,0.1838301716350497,269150.66026410565,0.6383262260127932
56001963400,0,1327845.0,3579,0.0026953447126735423,0.10589550153674211,34527.64397905759,0.39000851546977006,176604.85933503837,0.6192468619246861
56001963500,0,2224927.0,3015,0.0013551006392569283,0.1724709784411277,13014.529914529914,0.7686676427525623,0.0,0.7756653992395437
56001963600,0,2020972.0,4466,0.002209827746252793,0.09986565158978952,58778.79807692308,0.17159353348729792,0.0,0.6723809523809524
56001963700,0,32498685.0,4543,0.0001397902715140628,0.11556240369799692,59706.35155096012,0.2773497688751926,232817.52751905165,0.6152927120669056
56001963900,0,10370845710.0,2200,2.1213313374035337e-07,0.07272727272727272,121888.28828828828,0.023636363636363636,0.0,0.5528405620036653
56003962600,0,3940385375.0,2272,5.765933490705842e-07,0.11487676056338028,57948.55144855145,0.04709647919524463,0.0,0.28036253776435044
56003962700,0,2315632241.0,3520,1.5201032088238228e-06,0.1474431818181818,68834.15319747014,0.10538308174309313,138882.84518828453,0.33607568901686546
56003962800,0,1869026114.0,5656,3.026174946210516e-06,0.067008486562942,60067.922750824306,0.09489959125644215,136470.68095838587,0.28657534246575345
56005000100,0,6437876917.0,7131,1.1076633014169195e-06,0.12873369793857803,98100.07830853562,0.031316423409380754,284415.89917595737,0.30064794816414686
56005000200,0,88282328.0,6130,6.943632025652971e-05,0.12773246329526916,86826.05736509479,0.0929656538969617,202823.31253545094,0.2884831460674157
56005000300,0,25255736.0,5236,0.00020731924027080423,0.08021390374331551,72918.8991719435,0.1501145912910619,168475.04924491135,0.2704995287464656
56005000400,0,3733447.0,4697,0.001258086695753281,0.13668298914200552,88531.76229508196,0.04747711305088354,176810.3448275862,0.2778297474275023
56005000500,0,35276347.0,6121,0.0001735156987768603,0.06534879921581441,108178.0256288562,0.037667867671143135,261130.06396588485,0.3617765814266487
56005000600,0,20564686.0,5929,0.0002883097753109384,0.1261595547309833,70128.26855123675,0.03262189831684886,0.0,0.20697541452258433
56005000700,0,5827969828.0,7935,1.3615375909938564e-06,0.05759294265910523,78474.77064220184,0.09338374291115312,199308.16980376453,0.20466894747434092
56007967600,0,8642483714.0,2855,3.303448516050047e-07,0.15061295971978983,75735.81616481775,0.07858048162230671,0.0,0.11816305469556243
56007967700,0,25596459.0,3810,0.00014884871380060812,0.31128608923884515,64253.4756097561,0.11076115485564304,131521.113243762,0.2640961857379768
56007967800,0,27942330.0,4066,0.00014551399256969622,0.2902115100836203,74911.15654205608,0.0489047376464595,0.0,0.2934705464868701
56007968000,0,4851674141.0,3416,7.040868575926068e-07,0.04039812646370024,61532.33532934132,0.08182626741772903,0.0,0.4013921113689095
56007968100,0,6906935328.0,1477,2.138430331050582e-07,0.05145565335138795,48192.07232267038,0.09549795361527967,0.0,0.24041811846689895
56009956400,0,121077321.0,4998,4.127940690065318e-05,0.049019607843137254,64958.90660592255,0.05513733468972533,159821.86732186732,0.294901506373117
56009956500,0,36953674.0,2662,7.203613908592688e-05,0.1656649135987979,59275.22202486679,0.1310790273556231,0.0,0.22662721893491125
56009956600,0,10835968716.0,2977,2.7473316673610077e-07,0.08263352368155862,78573.62924281985,0.026917900403768506,0.0,0.35264735264735264
56009956700,0,26096708.0,2767,0.00010602869909875223,0.07589447054571738,62189.21389396709,0.11856417693981146,0.0,0.20851063829787234
56011950200,0,5202978270.0,4365,8.389425774019233e-07,0.03276059564719359,62682.298316889144,0.07173962869585147,252305.55555555556,0.32317736670293795
56011950300,0,2189903515.0,2396,1.094112130323696e-06,0.006260434056761269,51597.51434034417,0.09035884133160398,0.0,0.3076062639821029
56013000100,0,34096624.0,3893,0.00011417552658585788,0.2332391471872592,57447.87164374591,0.128680479825518,0.0,0.32619896948077687
56013000200,0,18569336.0,3568,0.00019214472719972323,0.12836322869955158,60876.17834394905,0.06306053811659193,200238.21218074657,0.5107244030756779
56013000300,0,12309182942.0,3897,3.1659290615489174e-07,0.06440851937387734,62378.73734365694,0.09405040270200052,0.0,0.3311036789297659
56013000400,0,3517155743.0,1466,4.168140699818876e-07,0.034106412005457026,64447.79792746114,0.0727522306108442,274148.2112436116,0.39646017699115044
56013940100,0,4896497231.0,3711,7.578887161429296e-07,0.8571813527351119,50242.1186440678,0.2048160173160173,180311.18881118883,0.18093855829704886
56013940201,0,1742945090.0,3854,2.2111998950007084e-06,0.0921120913336793,65278.886010362694,0.04488842760768033,199987.5,0.31302140007254264
56013940202,0,1191590808.0,4436,3.72275446421537e-06,0.6771866546438232,59564.04084609774,0.20519774011299435,217602.87081339714,0.27762698720434276
56013940300,0,39989390.0,6173,0.00015436594556706167,0.25708731572979104,47775.076385857705,0.22930147668823628,115330.97290640394,0.2214514407684098
56013940400,0,33675621.0,4962,0.00014734694870214865,0.09955663039097139,79014.76127901883,0.07316574698548947,193312.82198053808,0.43103448275862066
56013940500,0,2265442.0,2915,0.0012867246215087387,0.23499142367066894,45066.23867069487,0.22128851540616246,135637.51668891855,0.3187817258883249
56015957700,0,2627593434.0,2073,7.889348379304863e-07,0.007718282682103232,52524.294478527605,0.1278340569223348,206078.51239669422,0.27079037800687283
56015957800,0,39918943.0,3476,8.707645390310059e-05,0.11593785960874568,52470.06622516556,0.15832546427447278,0.0,0.2746901239504198
56015957900,0,87949878.0,4243,4.8243386989121235e-05,0.16757011548432713,56523.32780541736,0.10563552085874603,0.0,0.3187316116377901
56015958000,0,3008273676.0,3052,1.0145353543957282e-06,0.12418086500655308,56845.528455284555,0.13933181473044798,0.0,0.31213254943880275
56017967800,0,5297471.0,3147,0.0005940570509965982,0.030823006037496027,54176.44656228727,0.10058027079303675,0.0,0.2962289868241708
56017967900,0,5185275532.0,1573,3.033589999784027e-07,0.024157660521296885,51163.661202185795,0.07310870947234584,0.0,0.20663068619892058
56019955100,0,10693744080.0,2532,2.367739475583186e-07,0.007898894154818325,63779.2,0.06240126382306477,0.0,0.36437908496732024
56019955200,0,65462039.0,5775,8.821906693129433e-05,0.07636363636363637,60629.00997697621,0.09021892655367232,214036.07969843835,0.3367248062015504
56021000200,0,7570010.0,4415,0.0005832224792305426,0.2795016987542469,48877.12765957447,0.14699840219128052,110878.30396475771,0.20297555791710944
56021000300,0,5967317.0,3609,0.0006047944159829283,0.32751454696591853,57807.46382330541,0.15761626287942077,149492.93642785065,0.22933333333333333
56021000401,0,15528497.0,5119,0.00032965199400817734,0.22035553819105294,52825.855901890645,0.17486231313926043,107639.98682476944,0.21125565610859728
56021000402,0,11426312.0,5441,0.00047618164111044755,0.24297004227164123,40322.682268226825,0.27608736232966213,82074.0861618799,0.1513859275053305
56021000501,0,6107369.0,8224,0.0013465700205767819,0.25547178988326846,63720.83475880944,0.08798729072467311,0.0,0.3461771232600363
56021000600,0,3161006.0,6256,0.0019791167748495256,0.2188299232736573,50362.58038585209,0.09240652281337507,149479.63800904978,0.25329684000995273
56021000700,0,5569994.0,3495,0.0006274692575970459,0.19284692417739627,44124.077046548955,0.12473572938689217,0.0,0.2871205906480722
56021000800,0,1305708.0,1793,0.0013732013589562138,0.1795872838817624,65625.15413070284,0.02699662542182227,183709.54692556633,0.4192073170731707
56021000900,0,3591335.0,2379,0.0006624277601504733,0.1092896174863388,80853.20665083136,0.018915510718789406,0.0,0.5733192165166755
56021001000,0,2030887.0,3084,0.0015185482993391557,0.2915045395590143,51958.60433604336,0.11640726329442283,0.0,0.3660130718954248
56021001100,0,12915653.0,2888,0.00022360464468966455,0.22299168975069253,54173.26589595376,0.0,0.0,0.40464547677261614
56021001200,0,6307742.0,4196,0.0006652142716046408,0.12464251668255481,91990.73047858942,0.04122974261201144,0.0,0.552993916106308
56021001300,0,9796293.0,7435,0.0007589605578354996,0.1636852723604573,83344.37062937063,0.06860480912919441,241765.44450025112,0.43894179894179897
56021001401,0,3993394.0,4016,0.001005660848891945,0.13595617529880477,88232.24950232249,0.06532278642510844,0.0,0.4142752023546726
56021001402,0,12662870.0,2420,0.00019110991426114302,0.14049586776859505,72297.33606557376,0.05798969072164949,0.0,0.4172885572139303
56021001501,0,16735626.0,4753,0.0002840049126336834,0.17357458447296445,65335.075431034486,0.0406015037593985,179919.47029348605,0.24377104377104378
56021001502,0,4751634.0,4749,0.0009994456643756652,0.19604127184670456,50605.16317584024,0.17603706043377554,151156.1433447099,0.23146292585170342
56021001901,0,1516224255.0,4820,3.1789492775262324e-06,0.06431535269709543,101380.65753424658,0.004771784232365146,0.0,0.46587183308494784
56021001902,0,2578037791.0,3833,1.4867896868622746e-06,0.03417688494651709,99185.6608478803,0.049830420036524915,322017.12328767125,0.435226113566814
56021002000,0,2729236735.0,6296,2.3068720713229003e-06,0.10864040660736976,75661.9730941704,0.060393034030995364,0.0,0.38276738276738276
56021980801,0,3559087.0,0,0.0,,,,,
56023978000,0,3909998714.0,5732,1.4659851368943443e-06,0.03349616189811584,67332.28241563056,0.027229883051143305,0.0,0.3480068476400098
56023978100,0,291282579.0,6119,2.100709222297843e-05,0.0421637522470992,59533.054187192116,0.14714566929133857,241959.0643274854,0.2181372549019608
56023978200,0,6235690339.0,2001,3.208947031069049e-07,0.06346826586706647,56362.81112737921,0.06646676661669165,0.0,0.16275303643724695
56023978400,0,120154806.0,3595,2.991973537870803e-05,0.13212795549374132,69272.89595758781,0.060903732809430254,154120.41392285982,0.26406381192275397
56025000200,0,4917664.0,4137,0.0008412530827644996,0.25477399081459995,33719.02654867257,0.21074273965561552,0.0,0.19339822259839187
56025000300,0,2835570.0,4297,0.0015153919670471898,0.16732604142424948,61353.28389830508,0.07826496935407827,0.0,0.30452817144832356
56025000400,0,2740366.0,4249,0.0015505228133760236,0.10920216521534479,48687.074829931975,0.1245274102079395,0.0,0.2711218836565097
56025000501,0,3298941.0,4813,0.001458953039778523,0.07521296488676502,91053.54808590103,0.04810341173977538,222075.04145936982,0.4001256281407035
56025000502,0,1950484.0,2682,0.0013750433225804468,0.1476510067114094,54210.02485501243,0.12378821774794929,225245.03311258278,0.31560283687943264
56025000600,0,10359665.0,7172,0.0006923003784388781,0.1261851645287228,57431.04540654699,0.08054732684440682,162586.61048689138,0.2798135988138106
56025000700,0,1653040.0,2764,0.0016720708512800659,0.14182344428364688,60820.24117140396,0.05101302460202605,182373.15875613748,0.35857716580608145
