Variable,1.000000 km,3.000000 km,5.000000 km,total,Beyond
B19025_001E : B19025.  Aggregate Household Income : Aggregate household income in the past 12 months (in 2010 inflation-adjusted dollars),8834705900,162703302800,353136102200,8133383127400,7608709016500
B19001_001E : B19001.  Household Income : Total:,157661,2735012,5362548,115463035,107207814
