tract ID,within 3km,land area,population,population density,white,percent people of color,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,race population,Hispanic or Latino,Hispanic or Latino population,aggregate income,income population,mean household income,poverty under 1,poverty population,percent below poverty,housing value,housing population,mean owner-occupied housing value,school population,with a degree,percent with a degree
10001040100,0,124745852.0,5321,42.65472490419962,4811,0.09584664536741214,327,48,14,2,50,63,5321,78,5321,76547200,1846,41466.52221018418,630,5312,0.11859939759036145,117390000,1619,72507.7208153181,3363,408,0.12132024977698483
10001040201,0,9731933.0,3477,357.2774288520071,2700,0.22346850733390855,534,68,73,0,44,49,3477,76,3477,49109000,1367,35924.65252377469,225,3442,0.06536897152818129,77557500,919,84393.36235038085,2159,413,0.19129226493747106
10001040202,0,31942633.0,5189,162.44747263007403,4647,0.10445172480246676,318,0,80,2,28,16,5189,126,5189,83451500,1914,43600.574712643676,402,4862,0.08268202385849445,172245000,1640,105027.43902439025,3619,867,0.23956894169660128
10001040203,0,59381262.0,3060,51.531407331828014,2103,0.3127450980392157,841,0,0,0,36,17,3060,99,3060,38707600,1147,33746.81778552746,360,3060,0.11764705882352941,39582500,723,54747.57952973721,1829,223,0.12192454893384364
10001040400,0,170362446.0,1172,6.879450415967847,987,0.15784982935153583,133,0,2,0,1,42,1172,26,1172,14980500,476,31471.638655462186,212,1170,0.1811965811965812,24830000,372,66747.31182795699,806,130,0.16129032258064516
10001040500,0,39800152.0,8218,206.4816234872671,4716,0.4261377464103188,2496,194,254,0,109,346,8218,326,8218,122939800,3305,37198.12405446293,876,8202,0.10680321872713973,204385000,2307,88593.41135674035,5307,1348,0.2540041454682495
10001040600,0,4450823.0,2316,520.3532020931859,646,0.7210708117443869,1515,5,67,0,11,48,2316,74,2316,12950000,302,42880.79470198676,59,668,0.08832335329341318,10197500,122,83586.0655737705,933,285,0.3054662379421222
10001040700,0,6077531.0,4534,746.0266348291766,2900,0.3603881782090869,1318,19,79,0,108,81,4534,163,4534,87872600,1668,52681.414868105516,476,4386,0.10852713178294573,177252500,1164,152278.78006872852,2893,1520,0.5254061527825786
10001040800,0,3233869.0,2851,881.6065214762874,1381,0.5156085584005612,1319,19,4,0,0,72,2851,136,2851,35541900,1227,28966.503667481662,314,2723,0.11531399192067572,57657500,593,97230.18549747049,1905,674,0.35380577427821525
10001040900,0,1404255.0,2326,1656.394315847193,1823,0.21625107480653483,438,15,7,0,0,29,2326,14,2326,41730800,1004,41564.541832669325,193,1737,0.1111111111111111,45460000,348,130632.18390804598,1406,546,0.3883357041251778
10001041000,0,27464356.0,4602,167.5626400997715,2317,0.4965232507605389,1645,0,116,0,242,260,4602,298,4602,61238800,1901,32213.992635455023,813,4536,0.17923280423280424,71840000,1003,71625.12462612163,2814,535,0.19012082444918266
10001041100,0,16032668.0,3849,240.07233231549483,2653,0.3107300597557807,668,62,57,0,102,194,3849,264,3849,39900400,1050,38000.380952380954,146,3469,0.042087056788699916,1200000,16,75000.0,1534,628,0.409387222946545
