tract ID,within 3km,land area,population,population density,white,percent people of color,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,race population,Hispanic or Latino,Hispanic or Latino population,aggregate income,income population,mean household income,poverty under 1,poverty population,percent below poverty,housing value,housing population,mean owner-occupied housing value,school population,with a degree,percent with a degree
44001030100,0,4372488.0,4880,1116.0693865826504,4617,0.05389344262295082,98,0,35,0,33,84,4880,53,4880,111359300,1709,65160.50321825629,165,4505,0.03662597114317425,289557500,1500,193038.33333333334,3185,1746,0.5481946624803767
44001030200,0,4563291.0,3247,711.5478719196299,3093,0.047428395441946415,6,0,85,0,0,58,3247,20,3247,71565800,1263,56663.34125098971,112,3239,0.0345785736338376,183762500,1016,180868.60236220472,2280,1119,0.49078947368421055
44001030300,0,6069656.0,4749,782.4166641404389,4563,0.03916614024005054,18,6,60,0,5,41,4749,67,4749,127256100,1679,75792.79332936271,147,4743,0.03099304237824162,341780000,1534,222803.1290743155,3129,1858,0.5937999360818152
44001030400,0,6271760.0,3943,628.6911488960037,3855,0.022318031955363936,0,6,45,0,0,21,3943,16,3943,175805800,1372,128138.33819241982,142,3943,0.036013187927973624,500345000,1261,396784.29817605077,2601,1993,0.766243752402922
44001030500,0,1505566.0,3406,2262.2721288870766,3223,0.053728714034057545,69,4,9,0,16,77,3406,26,3406,48866300,1565,31224.47284345048,465,3406,0.1365237815619495,32630000,511,63855.18590998043,2286,502,0.21959755030621173
44001030601,0,11070657.0,3610,326.0872412540647,3467,0.03961218836565097,19,15,18,0,6,56,3610,35,3610,76346200,1327,57532.93142426526,95,3524,0.02695800227014756,154430000,1068,144597.37827715356,2485,925,0.3722334004024145
44001030602,0,3223620.0,4344,1347.5533716753216,4220,0.0285451197053407,11,0,39,0,11,41,4344,43,4344,75535700,1825,41389.42465753425,244,4154,0.058738565238324505,173505000,1177,147412.91418861513,3258,917,0.2814610190300798
44001030700,0,1085911.0,4247,3911.0019145215397,4026,0.0520367318106899,50,28,11,0,39,53,4247,93,4247,53151700,1948,27285.266940451744,737,4238,0.1739027843322322,48965000,615,79617.8861788618,2909,691,0.23753867308353385
44001030800,0,5984114.0,5025,839.7233074102533,4773,0.05014925373134328,27,0,74,0,32,78,5025,97,5025,60948900,1484,41070.687331536385,248,3473,0.07140800460696804,128532500,902,142497.22838137473,2529,787,0.3111901937524713
44001030901,0,6520765.0,6172,946.5147110806785,5981,0.030946208684381075,37,0,0,0,34,39,6172,115,6172,106433400,2052,51868.12865497076,235,5887,0.03991846441311364,279730000,1811,154461.6234124793,4235,1270,0.29988193624557263
44001030902,0,11917111.0,7025,589.4885094214529,6850,0.02491103202846975,9,0,44,0,8,32,7025,96,7025,147791500,2827,52278.56384860276,419,6757,0.06200976764836466,422015000,2160,195377.3148148148,5321,2109,0.39635406878406315
44003020101,0,6413808.0,6536,1019.05139661181,6125,0.06288249694002448,89,7,90,0,8,34,6536,208,6536,132454500,2646,50058.39002267574,375,6531,0.0574184657785944,196202500,1972,99494.16835699797,4542,1647,0.36261558784676357
44003020102,0,2637755.0,5190,1967.5822811443823,4741,0.08651252408477841,27,51,133,0,96,123,5190,125,5190,80605200,2059,39147.74162214667,457,5011,0.0911993614049092,99095000,1191,83203.1905961377,3477,835,0.24014955421340237
44003020200,0,2868981.0,4804,1674.462117385929,4409,0.08222314737718568,25,0,82,0,97,113,4804,181,4804,67710200,2075,32631.421686746988,490,4797,0.10214717531790703,98217500,1023,96009.28641251221,3328,602,0.18088942307692307
44003020300,0,2176396.0,6035,2772.932866996631,5519,0.08550124275062138,26,48,72,0,187,85,6035,289,6035,77851600,2760,28207.101449275364,1070,6035,0.17729908864954433,61022500,963,63367.08203530633,3998,667,0.16683341670835417
44003020400,0,1675573.0,3112,1857.2750933561235,2836,0.08868894601542417,65,0,23,0,57,95,3112,85,3112,46328200,1254,36944.33811802233,359,3103,0.11569448920399614,55227500,680,81216.91176470589,2057,396,0.1925133689839572
44003020500,0,4459963.0,3904,875.3435846889313,3616,0.07377049180327869,35,0,57,0,42,111,3904,71,3904,63774100,1696,37602.65330188679,530,3898,0.13596716264751155,92997500,973,95578.1089414183,2704,752,0.2781065088757396
44003020601,0,9655536.0,5798,600.4845303254009,5682,0.020006898930665748,13,0,10,0,38,47,5798,63,5798,108434600,2012,53893.93638170974,288,5683,0.05067745908850959,232707500,1731,134435.29751588678,3850,1055,0.274025974025974
44003020602,0,6516572.0,3595,551.6704181278133,3492,0.028650904033379693,28,0,50,0,0,10,3595,15,3595,59648500,1510,39502.317880794704,340,3595,0.09457579972183588,90100000,1146,78621.29144851658,2541,689,0.2711530893349075
44003020603,0,8389523.0,6072,723.7598609599139,5893,0.029479578392621872,16,0,57,0,15,73,6072,42,6072,94530500,2377,39768.82625157762,345,6033,0.05718547986076579,187380000,1994,93971.91574724173,4209,769,0.18270373010216204
44003020604,0,4328594.0,5461,1261.6105830207223,5278,0.03351034609045962,22,9,0,0,0,145,5461,7,5461,86614800,2177,39786.311437758384,440,5395,0.08155699721964782,142175000,1420,100123.23943661971,3766,740,0.19649495485926713
44003020701,0,56844687.0,1853,32.59759350948665,1842,0.0059363194819212085,11,0,0,0,0,0,1853,0,1853,35019300,596,58757.214765100674,41,1800,0.02277777777777778,74135000,588,126079.93197278911,1244,439,0.3528938906752412
44003020702,0,43819662.0,4524,103.24132577745578,4433,0.020114942528735632,0,0,11,0,0,40,4524,40,4524,89604700,1601,55967.957526545906,36,4440,0.008108108108108109,193995000,1465,132419.795221843,3130,949,0.3031948881789137
44003020703,0,23245526.0,6335,272.52556040246196,6162,0.027308602999210733,6,0,36,0,0,57,6335,74,6335,135474800,2301,58876.48848326814,239,6122,0.03903952956550147,301027500,1915,157194.51697127937,4432,1896,0.427797833935018
44003020800,0,130212516.0,5115,39.28193815101461,4962,0.029912023460410556,6,0,28,0,12,34,5115,85,5115,112315500,1771,63419.25465838509,213,5090,0.041846758349705304,234685000,1553,151117.19253058598,3341,1315,0.3935947321161329
44003020901,0,2534358.0,4046,1596.4595372871552,3870,0.043499752842313395,36,3,67,0,0,11,4046,59,4046,80782100,1959,41236.396120469624,418,4038,0.10351659237246162,129177500,870,148479.88505747126,2962,1575,0.5317353139770425
