B01003_001E : B01003.  Total Population : Total
3.000000 km,total
8104210,307727594

B00001_001E : B00001.  Unweighted Sample Count of the Population : Total
3.000000 km,total
524484,22904459

ALAND10 : 2010 Census land area (square meters)
3.000000 km,total
6301119224,9158021763139
