B25075_001E : B25075.  Value for Owner-Occupied Housing Units : Total:
3.000000 km,total
1469702,76978405

B25079_001E : B25079.  Aggregate Value (Dollars) for Owner-Occupied Housing Units by Age of Householder : Aggregate value (dollars):
3.000000 km,total
191776097500,20397875122500

