Variable,3.000000 km,total,Beyond
P037028 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  High school graduate (includes equivalency),130498,28396462,28265964
"P037030 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Some college, 1 or more years, no degree",36413,13298631,13262218
P037031 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Associate degree,19908,6555562,6535654
P037018 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Doctorate degree,4021,1210118,1206097
P037019 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:,363428,96363325,95999897
P037034 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Professional school degree,5941,1387679,1381738
P037035 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Doctorate degree,1932,557066,555134
"P037012 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Some college, less than 1 year",17512,5680596,5663084
"P037013 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Some college, 1 or more years, no degree",34830,12385843,12351013
"P037010 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  12th grade, no diploma",14622,3418385,3403763
P037011 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  High school graduate (includes equivalency),105077,24282375,24177298
P037016 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Master's degree,18329,5273443,5255114
P037017 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Professional school degree,7900,2263973,2256073
P037014 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Associate degree,14666,5120995,5106329
P037015 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Bachelor's degree,42983,14148039,14105056
P037032 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Bachelor's degree,42745,14480196,14437451
P037033 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Master's degree,18847,5560344,5541497
"P037027 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  12th grade, no diploma",15276,3457301,3442025
P037026 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  11th grade,14306,2754404,2740098
P037023 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  7th and 8th grade,14086,3403002,3388916
P037022 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  5th and 6th grade,5297,1809492,1804195
P037021 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Nursery to 4th grade,1714,779880,778166
P037020 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  No schooling completed,4018,1399481,1395463
P037009 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  11th grade,12484,2496141,2483657
P037008 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  10th grade,14465,2657600,2643135
P037025 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  10th grade,17086,2894401,2877315
P037024 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  9th grade,12175,2362810,2350635
P037005 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  5th and 6th grade,4741,1811565,1806824
P037004 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  Nursery to 4th grade,1858,748307,746449
P037007 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  9th grade,9909,2254285,2244376
P037006 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  7th and 8th grade,10673,3054881,3044208
P037001 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total: Population 25 years and over,681108,184499965,183818857
P037003 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:  No schooling completed,3610,1330094,1326484
P037002 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Male:,317680,88136640,87818960
"P037029 : P37. Sex by Educational Attainment for the Population 25 Years and Over [35] : Total:  Female:  Some college, less than 1 year",23186,7266614,7243428
