Variable,3.000000 km,total,Beyond
H084001 : H84. Value for All Owner-occupied Housing Units [25] : Total: Owner-occupied housing units,626713,70736224,70109511
H081001 : H81. Aggregate Value (Dollars) for Specified Owner-occupied Housing Units by Mortgage Status [3] : Aggregate value: Specified owner-occupied housing units,70402630000,8849273890000,8778871260000
