Variable,3.000000 km,total,Beyond
P067001 : P67. Aggregate Earnings in 1999 (Dollars) for Households [1] : Aggregate earnings in 1999 Households,50005265100,4832487980100,4782482715000
P058001 : P58. Earnings in 1999 for Households [3] : Total: Households,1288028,106800938,105512910
