Variable,3.000000 km,total,Beyond
P002001 : P2. Unweighted Sample Count of the Population [1] : Total population,493505,44046662,43553157
P001001 : P1. Total Population [1] : Total population,3664969,285230516,281565547
P003001 : P3. 100-Percent Count of the Population [1] : Total population,3664430,285230516,281566086
