Variable,3.000000 km,total,Beyond
P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone,27438.47240763664,447921,420482.52759236336
P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races,244445.4330674518,5015633,4771187.566932548
P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:,8665730.421716953,246233426,237567695.57828304
P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone,5652448.345982507,194552547,188900098.6540175
P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races,165026.47279899774,2417868,2252841.5272010025
P007001 : P7. Hispanic or Latino by Race [17] : Total population,11518676.376036149,285230516,273711839.62396383
P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone,702301.226782877,10070664,9368362.773217123
P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,18784.089241348047,342801,324016.91075865197
P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone,1966663.629946475,33712156,31745492.370053526
P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone,53649.22428863292,2091704,2038054.7757113671
P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,1994.5927115661857,36407,34412.40728843382
P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone,27488.791384107524,366617,339128.20861589245
P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone,6745.959389206933,109853,103107.04061079306
P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:,2852945.954319184,38997090,36144144.04568081
P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone,1225243.9407803065,19869287,18644043.059219692
P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone,44506.65370197133,949257,904750.3462980287
P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone,1381939.5435530315,15247801,13865861.456446968
