Variable,3.000000 km,total,Beyond
B25075_001E : B25075.  Value for Owner-Occupied Housing Units : Total:,170590,76978405,76807815
B25079_001E : B25079.  Aggregate Value (Dollars) for Owner-Occupied Housing Units by Age of Householder : Aggregate value (dollars):,16060245000,20397875122500,20381814877500
