P002001 : P2. Unweighted Sample Count of the Population [1] : Total population
3.000000 km,total
303854,44046662

P001001 : P1. Total Population [1] : Total population
3.000000 km,total
2215046,285230516

P003001 : P3. 100-Percent Count of the Population [1] : Total population
3.000000 km,total
2213736,285230516

ALAND01 : 2001 Census land area (square meters)
3.000000 km,total
7732093561,9158021763139
