P067001 : P67. Aggregate Earnings in 1999 (Dollars) for Households [1] : Aggregate earnings in 1999 Households
3.000000 km,total
35323148300,4832487980100

P058001 : P58. Earnings in 1999 for Households [3] : Total: Households
3.000000 km,total
863916,106800938

