Variable,3.000000 km,total,Beyond
B03002_008E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Some other race alone,9.0,688071,688062.0
B03002_006E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Asian alone,257.0,14024878,14024621.0
B03002_016E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Asian alone,0.0,173029,173029.0
B03002_004E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Black or African American alone,181.0,37126836,37126655.0
"B03002_021E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",0.0,1121553,1121553.0
B03002_018E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Some other race alone,0.0,16311732,16311732.0
B03002_010E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race,0.0,248817,248817.0
B03002_002E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:,11475.0,256283191,256271716.0
B03002_012E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:,171.0,51444403,51444232.0
B03002_014E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Black or African American alone,10.0,1126759,1126749.0
B03003_002E : B03003.  Hispanic or Latino Origin : Not Hispanic or Latino,11475.0,256283191,256271716.0
B03002_009E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:,24.0,5329267,5329243.0
B03002_015E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!American Indian and Alaska Native alone,0.0,439048,439048.0
B03002_005E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!American Indian and Alaska Native alone,9.0,2048832,2048823.0
B03002_017E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,32970,32970.0
B03002_020E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:!!Two races including Some other race,56.0,1188607,1188551.0
B03002_019E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!Two or more races:,56.0,2310160,2310104.0
B03002_003E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!White alone,10995.0,196606503,196595508.0
"B03002_011E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races",24.0,5080450,5080426.0
B03002_001E : B03002.  Hispanic or Latino by Race : Total:,11646.0,307727594,307715948.0
B03002_013E : B03002.  Hispanic or Latino by Race : Hispanic or Latino:!!White alone,105.0,31050705,31050600.0
B03002_007E : B03002.  Hispanic or Latino by Race : Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone,0.0,458804,458804.0
B03003_003E : B03003.  Hispanic or Latino Origin : Hispanic or Latino,171.0,51444403,51444232.0
B03003_001E : B03003.  Hispanic or Latino Origin : Total:,11646.0,307727594,307715948.0
