Variable,3.000000 km,total,Beyond
P007008 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Some other race alone,76.0,447921,447845.0
P007009 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Two or more races,1392.0,5015633,5014241.0
P007002 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:,39388.0,246233426,246194038.0
P007003 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  White alone,32156.0,194552547,194520391.0
P007017 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Two or more races,2229.0,2417868,2415639.0
P007001 : P7. Hispanic or Latino by Race [17] : Total population,71008.0,285230516,285159508.0
P007006 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Asian alone,1053.0,10070664,10069611.0
P007007 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,89.0,342801,342712.0
P007004 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  Black or African American alone,1635.0,33712156,33710521.0
P007005 : P7. Hispanic or Latino by Race [17] : Total:  Not Hispanic or Latino:  American Indian and Alaska Native alone,2987.0,2091704,2088717.0
P007015 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Native Hawaiian and Other Pacific Islander alone,19.0,36407,36388.0
P007013 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  American Indian and Alaska Native alone,527.0,366617,366090.0
P007014 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Asian alone,42.0,109853,109811.0
P007010 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:,31620.0,38997090,38965470.0
P007011 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  White alone,16715.0,19869287,19852572.0
P007012 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Black or African American alone,245.0,949257,949012.0
P007016 : P7. Hispanic or Latino by Race [17] : Total:  Hispanic or Latino:  Some other race alone,11843.0,15247801,15235958.0
