tract ID,within 3km,land area,population,population density,white,percent people of color,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,race population,Hispanic or Latino,Hispanic or Latino population,aggregate income,income population,mean household income,poverty under 1,poverty population,percent below poverty,housing value,housing population,mean owner-occupied housing value,school population,with a degree,percent with a degree
08001007801,0,641546.0,3251,5067.446449670017,411,0.8735773608120578,504,145,160,69,313,63,3251,2044,3251,36136500,1172,30833.191126279864,1350,3251,0.41525684404798524,28712500,219,131107.30593607307,1801,208,0.11549139367018323
08001007802,1,637376.0,3752,5886.635204337785,425,0.886727078891258,413,27,0,6,777,11,3752,2748,3752,29645300,1271,23324.39024390244,2127,3744,0.5681089743589743,0,214,0.0,1920,127,0.06614583333333333
08001007900,0,1664363.0,6375,3830.2942326884217,577,0.9094901960784314,1274,345,230,45,428,153,6375,4102,6375,63752400,1905,33465.82677165354,2390,6289,0.3800286214024487,0,620,0.0,3187,292,0.0916222152494509
08001008000,1,1996530.0,6221,3115.9060970784312,1080,0.8263944703423887,1430,48,173,0,633,216,6221,3476,6221,72507600,1800,40282.0,1731,6211,0.2786990822733859,0,1030,0.0,3137,414,0.13197322282435447
08001008100,1,2694249.0,272,100.95577654478112,114,0.5808823529411765,2,20,15,0,67,11,272,89,272,3939800,122,32293.44262295082,41,272,0.15073529411764705,0,25,0.0,197,45,0.22842639593908629
08001008200,1,4362319.0,4567,1046.9202275211876,1798,0.6063061090431355,423,27,312,8,441,150,4567,1849,4567,89264900,1521,58688.29717291256,590,4567,0.1291876505364572,0,1225,0.0,3113,538,0.17282364278830709
08001008308,1,4387873.0,5699,1298.8069618241002,1647,0.7110019301631865,1065,66,204,0,696,121,5699,2632,5699,76007000,1930,39381.86528497409,1710,5684,0.300844475721323,160647500,1028,156271.88715953307,3232,454,0.14047029702970298
08001008309,0,12153039.0,3347,275.4043659367834,1254,0.6253361219002092,285,9,5,185,198,36,3347,1582,3347,43501800,1109,39226.14968440036,1220,3347,0.3645055273379145,50765000,866,58620.09237875289,1940,208,0.10721649484536082
08001008353,0,112147450.0,6550,58.40525130085436,3108,0.5254961832061069,966,5,37,0,879,247,6550,2269,6550,170582700,2341,72867.44980777445,243,6445,0.03770364623739333,299802500,1965,152571.2468193384,4067,856,0.21047455126628964
08001008401,0,498780350.0,3864,7.74689700586641,3495,0.09549689440993789,10,79,30,0,65,107,3864,222,3864,115684500,1506,76815.73705179284,130,3858,0.033696215655780196,0,1309,0.0,2602,783,0.30092236740968487
08001008402,0,1736088675.0,4449,2.562657117730464,3728,0.16205888963812093,170,31,55,0,41,34,4449,431,4449,118999800,1546,76972.70375161708,175,4449,0.039334681951000226,351892500,1306,269442.9555895865,2794,839,0.30028632784538295
08001008505,0,3057927.0,6211,2031.1145426296966,4213,0.32168732893253904,0,134,185,22,343,147,6211,1717,6211,134261800,2312,58071.71280276817,755,6134,0.12308444734268015,336587500,1763,190917.47022121385,4113,524,0.12740092389982982
08001008506,0,1677225.0,5130,3058.623619371283,2937,0.4274853801169591,169,12,126,0,150,30,5130,1854,5130,84410100,2235,37767.38255033557,844,4918,0.17161447742984953,80607500,487,165518.48049281313,3081,491,0.1593638429081467
08001008507,0,2614558.0,6223,2380.134615487589,3776,0.39321870480475657,52,100,60,0,627,429,6223,2137,6223,134935100,1958,68914.75995914199,509,6182,0.08233581365253963,0,1671,0.0,3926,835,0.21268466632705044
08001008508,0,2521568.0,5365,2127.644386350081,3662,0.3174277726001864,30,23,320,0,168,172,5365,1185,5365,130588000,1712,76278.03738317757,293,5339,0.05487919085971155,0,1322,0.0,3394,1032,0.30406599882144963
08001008523,0,194157335.0,8099,41.71359274168035,6739,0.16792196567477466,220,43,29,0,328,98,8099,996,8099,269678400,2698,99954.92957746479,284,8099,0.03506605753796765,0,2395,0.0,5222,1895,0.362887782458828
08001008524,0,4984870.0,7254,1455.2034456264657,5540,0.23628342983181694,20,57,198,0,498,252,7254,1250,7254,214131000,2305,92898.48156182213,48,7254,0.006617038875103391,534160000,2146,248909.59925442684,4403,2118,0.4810356575062457
08001008526,0,7240420.0,6229,860.3092085818225,5024,0.19344999197302937,34,11,524,0,33,215,6229,494,6229,237500400,2206,107661.10607434271,199,6229,0.03194734307272435,0,1965,0.0,3991,2226,0.5577549486344274
08001008529,0,6080003.0,7194,1183.2231003833388,5363,0.2545176536002224,261,17,290,0,347,185,7194,1163,7194,213716500,3057,69910.5332024861,371,7170,0.05174337517433752,0,1325,0.0,4756,1853,0.38961312026913375
08001008533,0,3353031.0,6857,2045.0153905526074,3642,0.4688639346653055,512,0,406,0,448,119,6857,2358,6857,171116900,2821,60658.241758241755,812,6785,0.11967575534266765,0,988,0.0,4294,1469,0.34210526315789475
08001008534,0,2340135.0,3925,1677.2536627160398,2481,0.36789808917197453,55,0,102,0,476,97,3925,1201,3925,102155600,1338,76349.47683109117,88,3925,0.022420382165605095,239445000,1203,199039.90024937657,2414,741,0.30695940347970174
08001008535,1,15145733.0,3037,200.51852227950934,1594,0.47513994073098453,59,0,240,0,529,43,3037,1144,3037,83364400,1033,80701.25847047435,283,3003,0.09423909423909424,0,708,0.0,1823,776,0.42567196928140427
08001008536,0,7264746.0,2065,284.24944244437455,1800,0.12832929782082325,35,30,0,0,22,48,2065,211,2065,67717000,652,103860.42944785276,0,2065,0.0,190100000,617,308103.72771474876,1278,614,0.48043818466353677
08001008537,0,11971041.0,4894,408.81991800044796,2755,0.43706579485083774,13,36,311,0,897,278,4894,1748,4894,123597900,1555,79484.18006430868,201,4863,0.04133251079580506,387877500,1497,259103.20641282565,2918,1037,0.35538039753255657
08001008538,0,11495494.0,4759,413.9882983715184,3411,0.283252784198361,318,0,187,0,241,147,4759,762,4759,162387900,1610,100862.04968944099,133,4759,0.02794704769909645,0,1418,0.0,2854,1670,0.5851436580238262
08001008539,0,12391158.0,7242,584.4490079135461,3882,0.463960231980116,184,58,353,0,707,654,7242,2481,7242,193712300,2478,78172.84100080711,387,7242,0.05343827671913836,493687500,2230,221384.52914798207,4632,1687,0.3642055267702936
08001008540,0,13092055.0,5438,415.36641879368824,3841,0.2936741449062155,149,23,371,0,238,94,5438,1060,5438,194114900,1781,108992.08309938238,50,5438,0.009194556822361161,561017500,1706,328849.64830011723,3517,1792,0.5095251634916121
08001008541,0,36323394.0,4157,114.44415133673907,3218,0.2258840509983161,107,103,73,0,222,91,4157,557,4157,194127900,1435,135280.76655052265,38,4138,0.00918318028032866,704700000,1419,496617.33615221985,2911,1347,0.4627275850223291
