tract ID,within 3km,land area,population,population density,white,percent people of color,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,race population,Hispanic or Latino,Hispanic or Latino population,aggregate income,income population,mean household income,poverty under 1,poverty population,percent below poverty,housing value,housing population,mean owner-occupied housing value,school population,with a degree,percent with a degree
38001965600,0,2557922251.0,2348,0.917932513031648,2235,0.04812606473594549,0,42,0,0,0,52,2348,19,2348,45445200,1015,44773.5960591133,231,2179,0.10601193207893529,66892500,688,97227.47093023256,1760,421,0.23920454545454545
38003967900,0,1613353385.0,1657,1.0270533507449766,1632,0.015087507543753771,0,25,0,0,0,0,1657,0,1657,42772100,701,61015.83452211127,75,1657,0.045262522631261314,68027500,621,109545.0885668277,1261,288,0.22839016653449642
38003968000,0,2226580558.0,2763,1.24091625163647,2715,0.01737242128121607,6,39,0,0,3,0,2763,3,2763,85623900,1115,76792.73542600896,221,2763,0.07998552298226565,0,982,0.0,1934,501,0.25904860392967943
38003968200,0,15722065.0,2999,190.751024118015,2930,0.02300766922307436,0,0,9,0,0,14,2999,46,2999,72550900,1357,53464.18570375829,391,2785,0.14039497307001794,0,710,0.0,1963,627,0.31940906775343864
38003968300,0,7450616.0,3637,488.14755719527085,3362,0.07561176794061039,3,21,142,0,30,61,3637,82,3637,79262000,1657,47834.64091732046,589,3420,0.17222222222222222,114357500,977,117049.6417604913,2597,1170,0.45051983057373896
38005940100,0,650833623.0,2391,3.6737499654347148,403,0.8314512756168967,11,1903,26,0,0,40,2391,69,2391,21600700,690,31305.36231884058,1256,2348,0.534923339011925,13447500,233,57714.592274678114,1078,168,0.15584415584415584
38005940200,0,436710373.0,1981,4.536187190589128,342,0.8273599192327108,0,1620,0,0,0,19,1981,0,1981,20496600,537,38168.71508379888,711,1958,0.3631256384065373,0,318,0.0,1018,206,0.20235756385068762
38005956500,0,1500110784.0,1292,0.8612697233966422,1254,0.029411764705882353,0,3,7,0,6,5,1292,17,1292,30353400,585,51886.153846153844,171,1292,0.1323529411764706,50002500,488,102464.1393442623,954,273,0.2861635220125786
38005956600,0,1009082006.0,998,0.989017734996654,976,0.022044088176352707,5,0,0,0,3,7,998,10,998,22322400,495,45095.757575757576,206,995,0.207035175879397,34057500,393,86660.30534351146,770,171,0.22207792207792207
38007963100,0,2975515808.0,897,0.3014603375953565,868,0.032329988851727984,0,29,0,0,0,0,897,0,897,24590300,354,69464.12429378531,74,890,0.08314606741573034,58370000,294,198537.4149659864,653,192,0.29402756508422667
38009952300,0,10204826.0,2487,243.70822197262353,2301,0.07478890229191798,0,94,0,5,0,62,2487,31,2487,53826400,1099,48977.61601455869,304,2120,0.14339622641509434,58677500,751,78132.49001331558,1567,589,0.375877472878111
38009952400,0,2255104857.0,2154,0.9551662279977078,2004,0.06963788300835655,0,64,0,0,60,26,2154,8,2154,58467600,1070,54642.6168224299,321,2154,0.149025069637883,0,907,0.0,1760,615,0.3494318181818182
38009952500,0,2055880276.0,1789,0.8701868590717489,1750,0.021799888205701508,13,7,0,0,5,9,1789,10,1789,56957700,841,67726.15933412604,197,1756,0.1121867881548975,56315000,688,81853.19767441861,1328,491,0.3697289156626506
38011965200,0,36633290.0,1814,49.51780197738177,1757,0.031422271223814774,0,7,0,0,18,22,1814,28,1814,40118400,751,53419.97336884154,118,1713,0.06888499708114419,0,579,0.0,1296,394,0.30401234567901236
38011965300,0,2972433520.0,1288,0.43331498966543747,1240,0.037267080745341616,0,0,0,0,0,0,1288,48,1288,40800200,567,71958.02469135802,83,1288,0.06444099378881987,53177500,478,111250.0,966,256,0.2650103519668737
38013953300,0,2858226820.0,1948,0.6815414320407224,1892,0.028747433264887063,18,0,13,0,0,6,1948,19,1948,66098000,982,67309.57230142567,112,1943,0.05764282038085435,0,814,0.0,1523,440,0.28890347997373605
38015010100,0,2075256.0,3502,1687.5026502754358,3082,0.11993146773272416,0,350,10,0,32,28,3502,43,3502,70567400,1959,36022.15416028586,862,3324,0.2593261131167268,104162500,709,146914.66854724966,2361,873,0.3697585768742058
38015010200,0,2859940.0,5216,1823.8144856185795,4733,0.09259969325153375,52,112,24,0,0,184,5216,111,5216,93340100,2301,40565.01521077792,861,4989,0.17257967528562837,134132500,1112,120622.75179856115,3567,1354,0.37959069245864874
38015010300,0,2508391.0,6093,2429.047146158633,5757,0.055145248645987195,43,171,0,0,0,94,6093,62,6093,146364700,2734,53535.003657644476,633,5954,0.10631508229761505,206292500,1393,148092.24694903087,3798,1650,0.4344391785150079
38015010400,0,2451680.0,3379,1378.2385955752789,3261,0.03492157443030482,0,53,0,0,0,52,3379,13,3379,102324800,1792,57100.892857142855,222,3379,0.0656999112163362,0,1415,0.0,2616,1182,0.4518348623853211
38015010500,0,4852355.0,4861,1001.7816091361823,4522,0.06973873688541453,0,162,0,0,0,49,4861,133,4861,137128300,2066,66373.81413359148,323,4752,0.06797138047138047,0,1321,0.0,2990,1457,0.4872909698996655
38015010600,0,8605166.0,4660,541.535166201326,4262,0.08540772532188841,43,111,44,0,0,119,4660,81,4660,162343400,2056,78960.79766536965,460,4660,0.09871244635193133,279727500,1485,188368.68686868687,3275,1582,0.4830534351145038
38015010700,0,2757432.0,4501,1632.315864906188,4097,0.08975783159297934,63,250,5,0,0,68,4501,66,4501,119480000,1830,65289.6174863388,364,4479,0.08126814020986828,197730000,1311,150823.79862700228,2958,1257,0.4249492900608519
38015010800,0,4173925.0,3995,957.1326748803585,3566,0.10738423028785983,0,224,50,0,15,124,3995,16,3995,68326300,1818,37583.22332233223,807,3971,0.2032233694283556,79862500,1451,55039.62784286699,2607,497,0.19064058304564635
38015010900,1,5903290.0,4551,770.9260429353801,4178,0.08196000878927708,34,173,5,0,16,28,4551,166,4551,113096200,1752,64552.625570776254,184,3870,0.047545219638242896,0,1123,0.0,3277,1368,0.41745498931949954
38015011001,1,17840296.0,4427,248.14610699284364,3949,0.10797379715382878,53,345,0,0,0,57,4427,23,4427,121811200,1863,65384.43370907139,477,4427,0.10774791054890445,204940000,1249,164083.26661329065,2952,1291,0.43733062330623307
38015011002,0,132977039.0,5345,40.19490913765947,5113,0.04340505144995323,0,20,8,0,0,85,5345,119,5345,150031600,1870,80230.80213903743,201,5345,0.03760523854069223,367120000,1838,199738.84657236128,3440,2073,0.6026162790697674
38015011101,0,3827932.0,4872,1272.7498816593397,4635,0.04864532019704434,36,9,42,0,0,105,4872,45,4872,147348900,2405,61267.733887733884,539,4819,0.11184893131355053,249842500,1460,171125.0,3408,1626,0.477112676056338
38015011103,0,3119947.0,2813,901.6178800473214,2715,0.03483825097760398,0,88,10,0,0,0,2813,0,2813,125625000,1330,94454.88721804511,194,2813,0.06896551724137931,148020000,780,189769.23076923078,1963,1278,0.6510443199184921
38015011104,0,12155363.0,3189,262.35333325709814,3040,0.04672311069300721,0,62,50,0,0,37,3189,0,3189,143256000,1111,128943.29432943295,17,3189,0.00533082470994042,0,1111,0.0,2091,1415,0.6767097082735534
38015011105,0,138129541.0,3009,21.78389921675046,2920,0.02957793286806248,0,0,0,13,26,50,3009,26,3009,123026200,998,123272.74549098196,10,2997,0.00333667000333667,244632500,929,263328.84822389664,1930,1209,0.6264248704663212
38015011200,0,57741128.0,5581,96.65554160978635,5149,0.07740548288837126,62,133,56,0,18,135,5581,50,5581,181144500,1943,93229.28461142562,327,4910,0.06659877800407332,281095000,1625,172981.53846153847,3407,1786,0.5242148517757558
