H084001 : H84. Value for All Owner-occupied Housing Units [25] : Total: Owner-occupied housing units
3.000000 km,total
169178,70736224

H081001 : H81. Aggregate Value (Dollars) for Specified Owner-occupied Housing Units by Mortgage Status [3] : Aggregate value: Specified owner-occupied housing units
3.000000 km,total
15483057500,8849273890000

