Variable,3.000000 km,total,Beyond
P002001 : P2. Unweighted Sample Count of the Population [1] : Total population,70189,44046662,43976473
P001001 : P1. Total Population [1] : Total population,517534,285230516,284712982
P003001 : P3. 100-Percent Count of the Population [1] : Total population,517787,285230516,284712729
ALAND01 : 2001 Census land area (square meters),7732093561,9158021763139,9150289669578
